111,2013,346,1800,20.9,22.15,18.71,23.8,21.95,23.12,23.82,24.02,24.26,23.93,24.93,26.29,.216,.253,.14,.295,.247,.279,.295,.3,.305,.298,.319,.343
111,2013,346,2400,20.85,22.13,18.71,23.79,21.95,23.12,23.83,24.02,24.26,23.93,24.93,26.29,.214,.253,.139,.295,.247,.279,.296,.3,.305,.298,.319,.343
111,2013,347,600,20.9,22.14,18.71,23.78,21.95,23.12,23.84,24.02,24.26,23.93,24.92,26.29,.216,.253,.139,.294,.247,.278,.296,.3,.305,.298,.319,.343
111,2013,347,1200,20.86,22.11,18.7,23.77,21.94,23.11,23.84,24.02,24.25,23.93,24.92,26.29,.215,.252,.139,.294,.247,.278,.296,.3,.305,.298,.319,.343
111,2013,347,1800,20.75,22.03,18.67,23.74,21.93,23.11,23.85,24.02,24.25,23.93,24.92,26.29,.211,.25,.138,.293,.247,.278,.296,.3,.305,.298,.319,.343
111,2013,347,2400,21.24,22.02,18.66,23.72,21.93,23.11,23.86,24.02,24.25,23.93,24.92,26.29,.226,.249,.138,.293,.247,.278,.296,.3,.305,.298,.319,.343
111,2013,348,600,21.37,22.02,18.66,23.72,21.93,23.11,23.87,24.02,24.25,23.93,24.92,26.29,.23,.249,.138,.293,.247,.278,.296,.3,.305,.298,.319,.343
111,2013,348,1200,24.4,25.85,19.07,23.71,21.92,23.11,23.87,24.02,24.25,23.93,24.92,26.29,.308,.336,.153,.293,.247,.278,.297,.3,.305,.298,.319,.343
111,2013,348,1800,23.34,25.28,20.04,23.7,21.92,23.1,23.88,24.02,24.25,23.93,24.92,26.29,.284,.325,.188,.293,.246,.278,.297,.3,.305,.298,.319,.343
111,2013,348,2400,22.92,24.83,19.94,23.72,21.91,23.1,23.89,24.02,24.26,23.93,24.92,26.29,.274,.317,.184,.293,.246,.278,.297,.3,.305,.298,.319,.343
111,2013,349,600,24.57,26.01,20.44,23.99,21.91,23.1,23.9,24.02,24.27,23.93,24.92,26.29,.311,.338,.201,.299,.246,.278,.297,.3,.305,.298,.319,.343
111,2013,349,1200,23.42,25.13,20.15,25.37,21.91,23.1,23.9,24.02,24.26,23.93,24.92,26.29,.286,.323,.191,.327,.246,.278,.297,.3,.305,.298,.319,.343
111,2013,349,1800,23.7,25.31,20.06,25.54,21.9,23.1,23.91,24.02,24.26,23.94,24.92,26.29,.292,.325,.188,.33,.246,.278,.297,.3,.305,.298,.319,.343
111,2013,349,2400,23.68,25.51,20.35,25.78,21.9,23.1,23.92,24.02,24.25,23.94,24.92,26.29,.292,.33,.198,.334,.246,.278,.298,.3,.305,.298,.319,.343
111,2013,350,600,23.2,24.96,20.07,25.93,21.9,23.1,23.92,24.02,24.25,23.94,24.92,26.29,.281,.319,.189,.337,.246,.278,.298,.3,.305,.298,.319,.343
111,2013,350,1200,22.97,24.69,19.92,25.81,21.9,23.1,23.93,24.02,24.26,23.94,24.92,26.29,.275,.314,.183,.335,.246,.278,.298,.3,.305,.298,.319,.343
111,2013,350,1800,22.86,24.45,19.8,25.67,21.93,23.09,23.94,24.02,24.25,23.94,24.92,26.28,.272,.309,.179,.333,.247,.278,.298,.3,.305,.298,.319,.343
111,2013,350,2400,22.95,24.34,19.73,25.56,21.98,23.09,23.94,24.02,24.26,23.94,24.92,26.28,.274,.307,.177,.331,.248,.278,.298,.3,.305,.298,.319,.342
111,2013,351,600,22.85,24.32,19.7,25.47,22.08,23.09,23.95,24.02,24.26,23.94,24.92,26.28,.272,.306,.176,.329,.251,.278,.298,.3,.305,.298,.319,.342
111,2013,351,1200,22.76,24.28,19.68,25.39,22.2,23.09,23.95,24.02,24.28,23.94,24.93,26.28,.269,.305,.175,.327,.254,.278,.298,.3,.305,.298,.319,.342
111,2013,351,1800,22.6,24.17,19.63,25.31,22.32,23.09,23.96,24.02,24.28,23.94,24.93,26.28,.265,.303,.173,.326,.258,.278,.299,.3,.305,.298,.319,.343
111,2013,351,2400,22.48,24.07,19.59,25.23,22.42,23.1,23.97,24.02,24.27,23.94,24.93,26.28,.262,.301,.172,.325,.26,.278,.299,.3,.305,.298,.319,.342
111,2013,352,600,23.92,25.73,20.44,25.9,22.5,23.1,23.97,24.02,24.27,23.94,24.92,26.28,.296,.331,.2,.336,.263,.278,.299,.3,.305,.298,.319,.342
111,2013,352,1200,23.66,25.37,20.28,26.55,22.56,23.11,23.98,24.02,24.26,23.95,24.92,26.28,.292,.327,.196,.347,.264,.278,.299,.3,.305,.298,.319,.342
111,2013,352,1800,23.27,24.96,20.05,26.2,22.77,23.12,23.98,24.02,24.26,23.95,24.92,26.28,.282,.319,.188,.341,.27,.279,.299,.3,.305,.298,.319,.342
111,2013,352,2400,23.26,24.97,19.98,25.94,23.26,23.14,23.99,24.02,24.26,23.95,24.92,26.28,.282,.32,.185,.337,.282,.279,.299,.3,.305,.298,.319,.342
111,2013,353,600,23.08,24.81,19.91,25.75,23.47,23.16,23.99,24.02,24.26,23.95,24.92,26.28,.278,.316,.183,.334,.287,.28,.299,.3,.305,.298,.319,.342
111,2013,353,1200,23.03,24.64,19.84,25.62,23.5,23.19,24,24.02,24.26,23.94,24.92,26.28,.276,.313,.181,.332,.288,.28,.299,.3,.305,.298,.319,.342
