"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"LUType",1,0.331959651330926,0.331959651330926,392.988605595983,5.08329662937644e-33
"sampledepth",11,0.0976691335560311,0.00887901214145737,10.5113696395067,9.71986274516786e-12
"LUType:PitID",2,0.254169884804655,0.127084942402327,150.448809386021,3.63060216698548e-28
"LUType:sampledepth",11,0.0338877426127531,0.00308070387388665,3.64707432002314,0.000314790012413899
"Residuals",82,0.0692658540770023,0.000844705537524418,,
